PLATFORM_CODE;TECH_PARAMETER_ID;DIM_LEVEL;PARAMETER_VALUE
1901363;429;1;M107
6901031;429;1;Proteus-Dunes
3901661;429;1;MSM73
6901669;429;1;OUTPACE
1901365;429;1;M107
6902922;429;1;TPOS
6903172;429;1;Venus3 OceanCertain2015
1901364;429;1;M107
6902645;429;1;MSM53
6901668;429;1;OUTPACE
6901525;429;1;HUD2013008
6903784;429;1;-
3902112;429;1;AREX2020
3902111;429;1;AREX2020
6903565;429;1;2020608
7900556;429;1;MerMet17-6
6903798;429;1;SANAE, South Africa-Weddel Sea
6903061;429;1;MOOSE
6903095;429;1;SO283
6902984;429;1;PIRATA FR30
6903096;429;1;SO283
6902996;429;1;MICROBIOMES
6903797;429;1;SANAE, South Africa-Weddel Sea
6903796;429;1;SANAE, South Africa-Weddel Sea
4101762;429;1;TRANSIT
6902841;429;1;RARA AVIS 2019
6902983;429;1;PIRATA FR30
7900552;429;1;BAS
6903790;429;1;XXXVI Antarctic expedition
6903566;429;1;2020608
7900580;429;1;EMB261
6903556;429;1;2020608
6903056;429;1;PIRATA FR31
7900555;429;1;BAS
6901576;429;1;n/a
6901651;429;1;GEORGIE DU SUD 2014
6901646;429;1;GEOVIDE
6901650;429;1;JR311
6901654;429;1;JR311
6901569;429;1;GMMC-GEOVIDE
6901862;429;1;OGS-Esplora
6901866;429;1;15AK2015-248
6901863;429;1;BIOARGOMED
6901687;429;1;OUTPACE
6901235;429;1;ARKXXVIII
6901575;429;1;sanae
6901864;429;1;BIOARGOMED
6901519;429;1;REY1
6901577;429;1;Duba
6901764;429;1;BIOARGOMED
6902667;429;1;GREENEDGE
4901803;429;1;GREENEDGE
6901767;429;1;BIOARGOMED
4901801;429;1;GREENEDGE
4901802;429;1;GREENEDGE
6902668;429;1;GREENEDGE
6902700;429;1;OSCAHR
6901617;429;1;PIRATA FR24
6901573;429;1;Duba
6901656;429;1;OUTPACE
6901681;429;1;ASPEX 2014
6901682;429;1;ASPEX 2014
6902679;429;1;ASPEX
6902734;429;1;SoCLIM
6901514;429;1;REY1
6901515;429;1;REY1
6901528;429;1;MEDSEA 2013
6901658;429;1;OUTPACE
6901460;429;1;MOOSE GE
6901521;429;1;HUD2013008
6902742;429;1;SOCLIM
6902743;429;1;SOCLIM
6901522;429;1;HUD2013008
6901523;429;1;HUD2013008
6901648;429;1;n/a
6901861;429;1;n/a
6901653;429;1;MOOSE GE 2014
6901655;429;1;n/a
6901776;429;1;Recup 64b
6901865;429;1;n/a
6901649;429;1;MOOSE GE 2014
6901580;429;1;OISO
6901527;429;1;HUD2013008
6901574;429;1;OISO
6901581;429;1;OISO
1901359;429;1;n/a
6901526;429;1;HUD2013008
3901640;429;1;EN606
6901670;429;1;OUTPACE
6900725;429;1;PIRATA FR20
6901671;429;1;OUTPACE
6900720;429;1;PIRATA FR20
6901564;429;1;GEOVIDE
6900740;429;1;ANT-XXV-2
6900739;429;1;ANT-XXV-2
6902678;429;1;ASPEX
6901231;429;1;n/a
6901232;429;1;n/a
6901567;429;1;GEOVIDE
1901357;429;1;n/a
6901589;429;1;GEOVIDE
1901181;429;1;GOODHOPE
6901554;429;1;Opportunite VSF
6903012;429;1;ASPEX
6901690;429;1;GOODHOPE
6903174;429;1;n/a
6900476;429;1;ANT XXV/1
7900592;429;1;AK2013-12
7900591;429;1;AK2013-12
6901593;429;1;POURQUOI PAS ?
6902546;429;1;2014201
6901692;429;1;TICMOC
6901570;429;1;GEOVIDE
6902547;429;1;2014201
6901236;429;1;ARKXXVIII
6901679;429;1;OUTPACE
6901907;429;1;ARKXXVIII
6901680;429;1;OUTPACE
6901450;429;1;opportunité
6901466;429;1;SOMBA
6901596;429;1;SOMBA - GE 2014
6901630;429;1;SHACKELTON
6902616;429;1;HE451.2
6902866;429;1;ASPEX 2017
6901608;429;1;n/a
6901607;429;1;n/a
6901559;429;1;SRI LANKA 2014
6901560;429;1;SRI LANKA 2014
6901233;429;1;n/a
6901234;429;1;n/a
6900733;429;1;ANT-XXV-2
6901697;429;1;TICMOC
6903571;429;1;2020608
4901428;429;1;M119
6903013;429;1;ASPEX
6901908;429;1;ARKXXVIII
6902575;429;1;P 7
6901981;429;1;n/a
6901982;429;1;n/a
6902574;429;1;237
6902552;429;1;471
6902571;429;1;P 7
6901974;429;1;ANT-XXX/2
6901983;429;1;n/a
6901890;429;1;n/a
6901885;429;1;October 2014 KRIPIS
6901871;429;1;n/a
6901872;429;1;n/a
6901873;429;1;n/a
6901558;429;1;SRI LANKA 2014
6901695;429;1;TICMOC
6901889;429;1;n/a
6901884;429;1;October 2014 KRIPIS
6902584;429;1;n/a
6901629;429;1;SHACKELTON
6902573;429;1;237
6904135;429;1;SO285
6901441;429;1;Strasse
6901468;429;1;Strasse
6901698;429;1;TICMOC
6901597;429;1;transit
6901699;429;1;TICMOC
6901478;429;1;Proteus dunes
6901465;429;1;MOOSE-GE2014
6901464;429;1;MOOSE GE
6901003;429;1;opportunité VSF
6901691;429;1;Barcelona World Race
6901685;429;1;Barcelona World Race
6901874;429;1;n/a
6901875;429;1;n/a
6901684;429;1;Barcelona World Race
6901845;429;1;n/a
6902576;429;1;P 7
6901823;429;1;n/a
6901683;429;1;Barcelona World Race
6901498;429;1;MoMARSAT
6901479;429;1;Proteus dunes
6901240;429;1;RAPROCAN
6902840;429;1;JACQUES VABRE 2019
6901763;429;1;OVIDE 2018
6901623;429;1;Opportunity
7900498;429;1;M133
6901876;429;1;n/a
6901867;429;1;Haifa University 07
6903276;429;1;n/a
6901740;429;1;OMM-III
6903280;429;1;Poseidon
6901693;429;1;Barcelona World Race
6902628;429;1;N/A
6902568;429;1;BioArgoMed
6901980;429;1;n/a
6902898;429;1;PROTEVS PERLE
6900889;429;1;PS88.2
6902627;429;1;N/A
6901562;429;1;SRI LANKA 2014
6901634;429;1;SANAP3
6901635;429;1;SANAP3
6901636;429;1;SANAP3
6901637;429;1;SANAP3
6901701;429;1;TICMOC
6901639;429;1;SANAP3
3901925;429;1;SANAE
6902948;429;1;PHYSINDIEN
6901592;429;1;GMMC GEOVIDE
6902662;429;1;NARVAL
6901700;429;1;TICMOC
6902569;429;1;BioArgoMed
6902570;429;1;BioArgoMed
6901702;429;1;MAFIA
6901703;429;1;MAFIA
6901704;429;1;MAFIA
6901705;429;1;MAFIA
6901706;429;1;MAFIA
6901735;429;1;PIRATA FR25
6901736;429;1;PIRATA FR25
6901709;429;1;SCALOP
6901269;429;1;BATHYPELAGIC
6902555;429;1;JR304
6902556;429;1;JR304
6901710;429;1;SCALOP
6901711;429;1;SCALOP
6902625;429;1;AAG 101
6902601;429;1;n/a
6902602;429;1;n/a
6902604;429;1;AAG 101
6902603;429;1;AAG 101
6901712;429;1;SCALOP
6902605;429;1;AAG 101
6902622;429;1;AAG 101
6902621;429;1;AAG 101
6901713;429;1;SCALOP
6901714;429;1;SCALOP
6902626;429;1;AAG 101
6902623;429;1;AAG 101
6901715;429;1;SCALOP
6902624;429;1;AAG 101
6901716;429;1;SCALOP
6901717;429;1;SCALOP
6901737;429;1;PIRATA FR25
6904114;429;1;MSM102
6901718;429;1;ARGO-HERMIONE
6901742;429;1;EUROPA
6901727;429;1;ARGO-HERMIONE
6901728;429;1;RARA
6901744;429;1;EUROPA
6901743;429;1;EUROPA
6901729;429;1;RARA
6901745;429;1;EUROPA
6901732;429;1;PIRATA FR25
6901911;429;1;PS93.1
3902132;429;1;PIRATA FR28
6902648;429;1;MSM53
6901733;429;1;PIRATA FR25
6901640;429;1;SANAP3 -2014
6902729;429;1;NARVAL
6902562;429;1;JR304
6903054;429;1;PIRATA FR31
6902636;429;1;HUD2015030
6902638;429;1;RRS JCR
6901998;429;1;ATLANTIC CHARTER
6901841;429;1;n/a
6901686;429;1;Barcelona World Race
6901842;429;1;n/a
6901843;429;1;n/a
6901557;429;1;RAMA Program
7900529;429;1;MSM83
6902635;429;1;HUD2015030
6902577;429;1;PS88/2
6902580;429;1;PS88/2
6902581;429;1;PS88/2
6902582;429;1;PS88/2
6901588;429;1;VSF
6901624;429;1;VSF
6901638;429;1;SANAP3
6901758;429;1;RREX 2015
6902659;429;1;NARVAL
6901618;429;1;BLANGY ARNAUD
6901759;429;1;RREX 2015
7900593;429;1;AK2014-06
6901469;429;1;HYMEX SOP2
6901467;429;1;MOOSE/HYMEX
6903264;429;1;CALYPSO 2019
6901631;429;1;Geovide 2014
6901757;429;1;RREX 2015
6903200;429;1;n/a
6901602;429;1;RREX 2015
6901694;429;1;Barcelona World Race
6901622;429;1;Opportunité
6902040;429;1;HOR510615
6900890;429;1;AWARGO
6902640;429;1;RRS JCR
6902561;429;1;PS88/2
6902589;429;1;n/a
6901449;429;1;Opportunité
6901505;429;1;opportunité
6902642;429;1;RRS JCR
6902641;429;1;RRS JCR
6902826;429;1;PEACETIME
6902637;429;1;RRS JCR
6902038;429;1;HOR510615
6901707;429;1;PROTEVS med 2015
6901708;429;1;PROTEVS med 2015
6901774;429;1;Bio Argo Med 2
6901641;429;1;SANAP3 2014
6901642;429;1;SANAP3 2014
6901643;429;1;SANAP3 2014
3901596;429;1;PS98
3901592;429;1;PS98
3901593;429;1;PS98
6903199;429;1;LOGMEC16
6903198;429;1;n/a
3901594;429;1;PS98
6904136;429;1;SO285
3901595;429;1;PS98
6901470;429;1;HYMEX SOP2
6901609;429;1;PIRATA FR25
6901610;429;1;PIRATA FR25
7900493;429;1;ANT-XXIX (leg 2)
6904113;429;1;MSM102
7900559;429;1;M160
6901499;429;1;MoMARSAT
6901878;429;1;n/a
6902828;429;1;PEACETIME
6901471;429;1;HYMEX SOP2
6901868;429;1;Gush-Dan Eddy
6901906;429;1;2013109
6901476;429;1;MEDOCC 14
6901487;429;1;MOOSE/HYMEX
7900594;429;1;15AK2015-249
6901899;429;1;n/a
6901900;429;1;n/a
6902677;429;1;PIRATA FR26
6903701;429;1;SMHI_August
6901611;429;1;PIRATA FR26
4902602;429;1;DARKEDGE
6901886;429;1;November 2014 KRIPIS
6903152;429;1;n/a
6901972;429;1;n/a
6901971;429;1;n/a
6901676;429;1;CASSIOPEE
6900478;429;1;ANT XXV/1
6902617;429;1;HE451.2
6902663;429;1;VSF 2015
3901658;429;1;FGS Hessen
6901673;429;1;CASSIOPEE
6903153;429;1;n/a
6902610;429;1;M116-1
6902607;429;1;M116-1
6902609;429;1;M116-1
6901677;429;1;CASSIOPEE
6901674;429;1;CASSIOPEE
3901907;429;1;PROTEUS BTBP
6901678;429;1;CASSIOPEE
6901430;429;1;CASSIOPEE
3901929;429;1;MSM60
6902586;429;1;n/a
6902588;429;1;n/a
6902672;429;1;PPR 1511
6901975;429;1;n/a
6901905;429;1;2013109
6903184;429;1;n/a
6902690;429;1;PIRATA FR26
6903192;429;1;n/a
6902660;429;1;NARVAL
6901748;429;1;PLUMRHO leg 1
6901632;429;1;Geovide 2014
6902691;429;1;MOOSE
6902661;429;1;NARVAL
6900684;429;1;n/a
6901977;429;1;n/a
3901864;429;1;NARVAL_Leg3
6902876;429;1;MOOSE 2019
6901973;429;1;n/a
6901976;429;1;n/a
1402559;429;1;TRANSIT
6901595;429;1;RREX 2015
6902680;429;1;ASPEX
6901750;429;1;RREX 2015
6902692;429;1;MOOSE
6902930;429;1;PIRATA FR29
6901751;429;1;RREX 2015
6901752;429;1;RREX 2015
6902557;429;1;Jrsouth
6902558;429;1;Jrsouth
6902559;429;1;Jrsouth
6902560;429;1;Jrsouth
6900719;429;1;PIRATA FR20
6902613;429;1;M116-1
6903780;429;1;PERLE-3 cruise
7900491;429;1;PS103
6902953;429;1;NA
7900500;429;1;M133
6903234;429;1;Eastern Mediterranean
6902914;429;1;TV ATLANTIQUE
3901674;429;1;M148
6904134;429;1;Überfahrt Mindelo -> Las Palmas
6901257;429;1;Poseidon
6901280;429;1;CANALES SUMMER 2020
6901833;429;1;MN149 - EMBLAS II Joint Cruise
6901719;429;1;BOCATS - RREX
6901720;429;1;BOCATS - RREX
6901721;429;1;RREX 2015
6901722;429;1;RREX 2015
6901723;429;1;RREX 2015
6903189;429;1;n/a
6901724;429;1;RREX 2015
6901725;429;1;RREX 2015
6901726;429;1;BOCATS - RREX
6902737;429;1;SoCLIM
6902730;429;1;NARVAL
3901654;429;1;FGS Hessen
6902834;429;1;VSF 2018 - LONGUE ROUTE
3901941;429;1;BALTIC
6903010;429;1;RAPROCAN2012
3901940;429;1;BALTIC
6902749;429;1;RREX
6902753;429;1;RREX
3901989;429;1;VSF 2018 - LONGUE ROUTE
7900562;429;1;20190927
6903241;429;1;Ionian Sea
3901936;429;1;GOUGH
6903256;429;1;Southern Sector Pacific Ocean
6902901;429;1;MOOSE126 / BOUSSOLE203
6903232;429;1;Southern Ocean
6903231;429;1;Southern Ocean
6900804;429;1;15AK2011183
3901636;429;1;M140
6902982;429;1;BOCATS
6902818;429;1;OVIDE 2018
6902728;429;1;NARVAL
3901991;429;1;Transit
6903697;429;1;SMHI_October
6900891;429;1;SO243
6902969;429;1;BOUSSOLE
6902026;429;1;Combine2_2017
6902027;429;1;SMHI_June
6902783;429;1;NARVAL
6902028;429;1;0
6902694;429;1;NARVAL
6902785;429;1;NARVAL
6902029;429;1;0
3901622;429;1;M140
6902747;429;1;PIRATA BR
6902725;429;1;NARVAL
6902726;429;1;NARVAL
6902744;429;1;PIRATA BR
6902808;429;1;RREX
7900519;429;1;MSM82_2
6903267;429;1;Greek-Argo July 2019
3902128;429;1;JC159
3901632;429;1;MSM68
6902926;429;1;TPOS
6902745;429;1;PIRATA BR
6902938;429;1;OISO29
6903238;429;1;South Eastern Tyrrhenian Sea
6903178;429;1;n/a
4901429;429;1;M119
4901682;429;1;M120
4901683;429;1;M120
5903132;429;1;PIRATABRXI
5903133;429;1;PIRATABRXI
5903134;429;1;PNBOIA VI
6901844;429;1;n/a
6903702;429;1;Combine2_2020
6902650;429;1;M157
5903135;429;1;PNBOIA VI
6901665;429;1;VSF 2015
6902618;429;1;M119
6902619;429;1;M119
6902620;429;1;M119
6902629;429;1;M120
6902654;429;1;VSF 2015
6902665;429;1;PPR 1511
3901629;429;1;MSM64
6902931;429;1;ASPEX
7900514;429;1;PS117
6902674;429;1;Monitoreo Bio-Oceanografico 1601
6900738;429;1;ANT-XXV-2
6903779;429;1;PERLE-3 cruise
6902614;429;1;M116-1
4901424;429;1;MSM 43
4901421;429;1;MSM 43
6903182;429;1;n/a
6903188;429;1;n/a
6903179;429;1;SOMBA-GE2016
6902630;429;1;M120
6902655;429;1;VSF 2015
6902673;429;1;Monitoreo Bio-Oceanografico 1601
6902675;429;1;SAIL-OPPORTUNITY
6903183;429;1;n/a
6903190;429;1;n/a
6902676;429;1;SAIL-OPPORTUNITY
6904098;429;1;SO280
7900530;429;1;PS120
6902653;429;1;PIRATA FR26
6902689;429;1;PIRATA FR26
6903706;429;1;EuroArgo-rise
7900524;429;1;MSM83
6900792;429;1;SANAE 60
6903180;429;1;Mediterranée 2016
6902881;429;1;OVIDE 2018
3901851;429;1;AREX2016
3901850;429;1;AREX2016
3901840;429;1;M127
7900560;429;1;M160
6902644;429;1;MSM53
6902643;429;1;MSM53
3901845;429;1;M127
6902698;429;1;OPPORTUNITY (SAIL)
6902699;429;1;OPPORTUNITY (SAIL)
3901839;429;1;M127
7900497;429;1;M133
3901848;429;1;Méditerranée 2016
3901849;429;1;Méditerranée 2016
3901902;429;1;M133
6902657;429;1;VSF 2015
6904111;429;1;MSM102
3901602;429;1;HUD2016027
6903249;429;1;FixO3
6902913;429;1;PERLE 1
6903130;429;1;Boussole
6902693;429;1;MOOSE
6902927;429;1;TONGA
6902686;429;1;RREX
3901857;429;1;Transit
3901605;429;1;HUD2016027
6902813;429;1;INVESTIGATOR
3901868;429;1;M131
6900737;429;1;ANT-XXV-2
6901418;429;1;CORYMBE
6900477;429;1;ANT XXV/1
6900732;429;1;ANT-XXV-2
6901005;429;1;PIRATA FR22
6900636;429;1;MIDAS
6900721;429;1;PIRATA FR20
6901749;429;1;PLUMRHO leg 1
6902702;429;1;SHOMAN
6902703;429;1;SHOMAN
6902704;429;1;SHOMAN
6902705;429;1;SHOMAN
3901863;429;1;NARVAL_Leg3
3901874;429;1;2016618
3901847;429;1;M131
6900661;429;1;SOCIB ICTS
3901859;429;1;64PE614
3901876;429;1;Transit
3901873;429;1;2016618
6902706;429;1;RREX-BOCATS
3901861;429;1;64PE614
3901860;429;1;64PE614
6902697;429;1;RREX-BOCATS
3901684;429;1;MSM79
3901871;429;1;CV16030
6902687;429;1;MOOSE
6902688;429;1;MOOSE
3901841;429;1;M129
3901875;429;1;2016618
3901856;429;1;Transit
6902710;429;1;OPPORTUNITY (SAIL) VSF
6902722;429;1;PROTEVSMED2017-SCOUT
6902814;429;1;INVESTIGATOR
3901901;429;1;M133
6902769;429;1;PROTEVSMED2017-SCOUT
6902695;429;1;RREX-BOCATS
6903227;429;1;INFRA-OCE17
3902137;429;1;BALTIC GOTLAND DEEP
6902712;429;1;OPPORTUNITY (SAIL) VSF
7900496;429;1;M133
3901934;429;1;MSM60
3901666;429;1;MSM73
6902809;429;1;CIENPERU
7900506;429;1;MSM60-2
3901648;429;1;PS111
6902770;429;1;PROTEVSMED2017-SCOUT
7900502;429;1;M133
3901908;429;1;PROTEUS BTBP
6902879;429;1;BOUSSOLE
3901931;429;1;MSM60
3901930;429;1;MSM60
6902685;429;1;CIENPERU
6902761;429;1;PIRATA FR27
3901607;429;1;JRsouth
6900876;429;1;P471
6902715;429;1;OPPORTUNITY (SAIL) VSF
3901927;429;1;SANAE
6902709;429;1;RREX-BOCATS
3901928;429;1;SANAE
6902713;429;1;OPPORTUNITY (SAIL) VSF
3901935;429;1;MSM60
3901937;429;1;MSM60
6901271;429;1;RAPROCAN1810
7900507;429;1;MSM60-2
6902671;429;1;ARCTICNET AN17
6902670;429;1;ARCTICNET AN17
3902136;429;1;SO259-3
3901588;429;1;2016618
3901589;429;1;2016618
6903224;429;1;n/a
3901590;429;1;2016618
3901591;429;1;2016618
3901603;429;1;HUD2016027
3901604;429;1;HUD2016027
6903263;429;1;Adriatic Sea
3901608;429;1;JRsouth
3902125;429;1;AMT27-DY084
6903045;429;1;VENDEE GLOBE
3901641;429;1;EN606
3901642;429;1;EN606
6901259;429;1;Poseidon
6902806;429;1;OVIDE
6903248;429;1;Tyrrhenian Sea
6903255;429;1;Southern Sector Pacific Ocean
6902907;429;1;MOANA MATY
6902832;429;1;VSF 2017
6903006;429;1;NARVAL
3901673;429;1;M148
3901653;429;1;PS113
6904096;429;1;SO280
6903258;429;1;Southern Sector Pacific Ocean
3901651;429;1;PS113
3901650;429;1;PS113
6902919;429;1;TPOS
6903277;429;1;n/a
4901425;429;1;MSM 43
6902795;429;1;SHOMAN
6902800;429;1;OVIDE
6902796;429;1;SHOMAN
6902794;429;1;SHOMAN
3901672;429;1;M148
3902105;429;1;AREX2018
6902755;429;1;RREX
6903545;429;1;Environmental monitoring
6903548;429;1;Ocean mixing process studies
6903551;429;1;R/V Johan Hjort
6902030;429;1;0
6903547;429;1;Environmental monitoring
6903546;429;1;Environmental monitoring
6903246;429;1;Eastern Mediterranean Sea
6902858;429;1;MOANA MATY
6900790;429;1;PLA-21
6203707;429;1;TRANSIT
6203708;429;1;TRANSIT
3901665;429;1;Maria S Merian
3901660;429;1;Maria S. Merian
6903101;429;1;MAMBO
6901989;429;1;ANT1
6902992;429;1;SAGA 10W
6902993;429;1;SAGA 10W
6903038;429;1;BOCATS
6903086;429;1;BOCATS
6902994;429;1;SAGA 10W
7900574;429;1;PS124
7900575;429;1;PS124
6903039;429;1;BOCATS
6903589;429;1;2021713 (A-TWAIN)
6903051;429;1;SAGA 10W
6904074;429;1;SANAE61
6903040;429;1;BOCATS
6903097;429;1;ROEC
7900576;429;1;SANAE60
6904075;429;1;SANAE61
6903588;429;1;2021713 (A-TWAIN)
6901995;429;1;ATLANTIC CHARTER
6903099;429;1;ROEC
6903050;429;1;SAGA 10W
6903866;429;1;Monitoring 112020 (15AK3112020)
6904076;429;1;SANAE61
6904116;429;1;EMB261
6903708;429;1;EuroArgo-Rise
6903711;429;1;EuroArgo-Rise
6904077;429;1;SANAE61
6903709;429;1;EuroArgo-Rise
6903041;429;1;BOCATS
6904078;429;1;SANAE61
6903049;429;1;SAGA 10W
6903067;429;1;PIRATA FR31
6903710;429;1;EuroArgo-Rise
6903055;429;1;PIRATA FR31
6903048;429;1;SAGA 10W
6903106;429;1;SANAE61
6903872;429;1;BOCATS
6903042;429;1;BOCATS
6902965;429;1;MOOSE
6902981;429;1;SAGA 10W
6903082;429;1;BOCATS
6904119;429;1;SO285
6902979;429;1;SAGA 10W
6903107;429;1;SANAE61
6904141;429;1;ATLANTIC CHARTER
6903083;429;1;BOCATS
6902977;429;1;SAGA 10W
6902894;429;1;SAGA 10W
6903108;429;1;SANAE61
6902990;429;1;SAGA 10W
6902892;429;1;SAGA 10W
6903109;429;1;SANAE61
6904128;429;1;ATLANTIC CHARTER
6902991;429;1;SAGA 10W
6903085;429;1;BOCATS
6903081;429;1;BOCATS
6903080;429;1;BOCATS
6903807;429;1;MERSEA
7900585;429;1;MSM102
6903000;429;1;CE-18337-PM
3902001;429;1;ATLANTIC CHARTER
6903002;429;1;CE-18337-PM
6903003;429;1;CE-18337-PM
6901997;429;1;ATLANTIC CHARTER
6903121;429;1;ATLANTIC CHARTER
6903123;429;1;ATLANTIC CHARTER
6902961;429;1;CE-18337-PM
6903786;429;1;DeepLev Mooring Recovery
6903785;429;1;DeepLev Mooring Recovery
3902000;429;1;ATLANTIC CHARTER
6903122;429;1;ATLANTIC CHARTER
6904126;429;1;ATLANTIC CHARTER
6902963;429;1;CE-18337-PM
6904109;429;1;SO283
6903001;429;1;CE-18337-PM
6903004;429;1;CE-18337-PM
7900588;429;1;MSM102
6904142;429;1;ATLANTIC CHARTER
6904140;429;1;ATLANTIC CHARTER
6903800;429;1;Environmental monitoring ENI
6903005;429;1;CE-18337-PM
6903572;429;1;2020616
6903060;429;1;PHYSINDIEN 2021
6903062;429;1;PHYSINDIEN
6903573;429;1;2020616
6903063;429;1;PHYSINDIEN
6904084;429;1;AREX2021
7900549;429;1;Kronsprins Haakon
3902113;429;1;AREX2021
6903007;429;1;PHYSINDIEN 2021
6903125;429;1;DARKEDGE
6903126;429;1;DARKEDGE
6903124;429;1;BOUSSOLE
6904068;429;1;SANAE 60
7900550;429;1;Kronprins Haakon
6903058;429;1;PHYSINDIEN 2021
6903008;429;1;PHYSINDIEN
6903046;429;1;PHYSINDIEN 2021
6904085;429;1;AREX2021
6904067;429;1;SANAE 60
6903787;429;1;MREP20
6903127;429;1;DARKEDGE
3902114;429;1;AREX2021
6901284;429;1;CANALES AUTUMN 2021
6903806;429;1;MERSEA
6902956;429;1;MOOSE
6902999;429;1;CLAP
6903059;429;1;PHYSINDIEN 2021
6903078;429;1;ATLANTIC CHARTER
6903064;429;1;MOOSE
6903068;429;1;MOOSE
6904139;429;1;SO284
7900578;429;1;PS124
6904070;429;1;SANAE 60
6904072;429;1;SANAE 60
6903119;429;1;ARCTICGO
7900540;429;1;PS124
7900565;429;1;PS124
3901998;429;1;SANAE 60
6903014;429;1;PROTEUSGIB
6903298;429;1;Univ of AEGEAN Oceano Cruise
6903017;429;1;PROTEVS MED
6903016;429;1;PROTEUSGIB
6901994;429;1;ATLANTIC CHARTER
6903077;429;1;ATLANTIC CHARTER
6903015;429;1;PROTEVS MED
6903582;429;1;2021205
6903795;429;1;XXXV Antarctica expedition
6901996;429;1;ATLANTIC CHARTER
6903584;429;1;2021205
3902004;429;1;Total (15AK2021327)
6903869;429;1;BOCATS
6903801;429;1;-
6903120;429;1;ARCTICGO
3902005;429;1;Total (15AK2021327)
6904089;429;1;AT006
6904088;429;1;AT006
6904106;429;1;AT006
6904137;429;1;SO285
6903072;429;1;SO280
6903794;429;1;XXXV Antarctica expedition
3902115;429;1;BALTIC2021
6903870;429;1;BOCATS
6903036;429;1;BOCATS
6901282;429;1;CANALES AUTUMN 2021
6904138;429;1;SO285
6902987;429;1;MOOSE
6901283;429;1;CANALES AUTUMN 2021
6902998;429;1;CLAP
6902995;429;1;CLAP
6903802;429;1;Haifa Section 46
6902886;429;1;MSM94
6902888;429;1;MSM94
6904071;429;1;SANAE60
6904073;429;1;SANAE 60
4101760;429;1;TRANSIT
6900791;429;1;SANAE 60
6902682;429;1;Transit
6902681;429;1;Transit
6900793;429;1;SANAE 60
6902683;429;1;Transit
6900998;429;1;MOCOSED
7900577;429;1;SANAE 60
6904095;429;1;SANAE 60
6904066;429;1;SANAE 60
6904069;429;1;SANAE 60
6901854;429;1;XXiX Italian Antarctic Expedition
6904087;429;1;AREX2021
6903102;429;1;NARVAL
6904103;429;1;SO280
6904104;429;1;SO280
3901997;429;1;SANAE 60
6904235;429;1;SANAE61
6904105;429;1;SO280
6903297;429;1;HIMIOFOTS Oceanographic Cruise
6903803;429;1;HIMIOFOTS Oceanographic Cruise
6903804;429;1;HIMIOFOTS Oceanographic Cruise
